Customer Review,Sentiment
"Respon seller cepat, proses & pengiriman cepat. Model & bahan OK, cuma kualitas jahitannya ?!! silahkan lihat gambar deh, banyak kerutan� di jahitan pundak lengan & kerah. Jadi bingung mau pake bajunya, gk dipake mubazir, dipake ya malu juga. Mohon jadi perhatian bagi seller. Terima kasih.",Negative
"pesan warna putih. karena yg putih kosong, dialihkan ke hitam. Ee yg datang merah maron. pusiiing.... kayaknya ngak siap melayani",Negative
packaging nya cuma plastik item itupun sobek pas baru diterima,Negative
"saya pesan hitam yang dikirim warna kopi. Next please lebih teliti lagi, kalau warna hitam nya gak ada please di info.",Negative
jahitan tidak pas. kancing celana tidak kuat. sorry tapi ini jujur,Negative
"Dapet celana yang gak ada kancingnya, sangat disayangkan...",Negative
ukuran tidak konsisten. pembelian pertama kedua memuaskan pembelian ke 3 kebesaran padahal size nya selalu 36.stelah komplain pembelian ke 4 dan 5 tidak ada komplain.tapi di pembelian ke 6 ini kebesaran lagi.,Negative
Pesen warna hitam yang datang gold padahal sudah konfirm by wa. Barang datang ada peyok kiri dan kanan. Kecewa...,Negative
"respon sebenernya cepet, tapi pas sampe barang nya ada penyok dikit tp g masalah. pengajuan komplain krna sleting g bisa ternyata banyak lem tembak pada nempel nutupin jalan sleting dan akhirnya benerin sendiri.. untuk kuncian sampai sekrang g bisa. padahal kode 000",Negative
kopernya penuh lecet-lecet dan terkelupas dimana-mana,Negative
"salah satu putarannya kunci los hingga kunci jd tdk terpakai, tp sy males return mungkin sesuai harga x ya. utk respon sich oke...tp tdk ada say sorry dr penjual,,,",Negative
"barang sudah sampai tujuan , hanya saja sebelum dikirim mohon perhatikan barangnya terlebih dahulu.",Negative
ada beberapa yang jahitan tidak rapih,Negative
"Pengiriman oke, jahitannya oke, cuma pas dapet yang kancingnya rusak.",Negative
"Bagian dalam berantakan semua benang nya, seandainya bisa lebih bagus, tambah mahal sedikit pasti banyak yg mau ini, bagus luar nya",Negative
Fittingnya kurang sesuai dgn apa yg diharapkan sih. Tapi bahannya enak lah,Negative
"Yang kids bener, yg besar beda bahan dan sangat tipis. padahal yg besar pesan yg ada katupnya tapi ini kagak.",Negative
Proses packing sangat lambat.,Negative
Barang nya kotor banyak bintik hitam dan bintik putih mungkin jamuran.,Negative
"Jamnya biasa aja, saya tidak tahu kenapa bisa harga awalnya sejutaan. mungkin teknik marketingnya seperti itu.",Negative
barang sudah sampai beberapa hari tapi baru hari ini sempat dibuka dan mau dipakai ternyata ada jahitan di dalam yg terbuka...Negative quality control,Negative
topinya warnanya pudar dan gak sesuai dengan pic kecewa terimakasih,Negative
"jahitan tidak rapih, Ada 2 jahitan sambungan depan Dan samping",Negative
ada sedikit cacat lipatan jahitannya,Negative
"Kenapa dikirim yg robek begini .Apa ga dicek dulu sblm dikirimMurah sih emg, tp jgn barang rusak yg dikirim min",Negative
"maaf kualitas buruk,, bahan tipis, lingkar kepala gak bisa disetel kecil,,",Negative
Untuk pengatur besar topinya dari plastik dan gampang putus,Negative
"Tampilan si ok banget tapi bahan tipis banget, masa baru dipake (pemakaian normal) dua minggu jahitannya udah sobek sendiri..",Negative
"maaf kepada seller, hanya bisa memberikan 2 bintang, disebabkan barang yg dipesan tidak sesuai dgn yg diterima, pesannya kepala gesper yg hitam polos sesuai gambar dgn kode 2, namun yg di terima bermotif, jadi tidak sesuai harapan... mau ajuin komplain juga malas, karena saya anggap gak terlalu penting... semoga kedepannya seller lebih baik lagi dalam pelayanan...",Negative
kualitas barang jelek.penguncinya sudah patah saat baru dibuka..,Negative
Udah 2x beli ga awet banget..yg pertama rusak rel nya macet.. beli lagi eh relnya kendor ga mau kenceng beltnya,Negative
"ikat pinggangnya sendiri sih baiklah. yang masalah kepala ikat pinggangnya. Yang saya terima dibeberapa bagian cat mengelupas. Hal lain, setelah dipake, susah dilepas, ungkitan untuk menaikkan penahan ikat pinggangnya tidak mau terangkat. Repot saat mau ganti pakaian.",Negative
"To be honest ! Barang rusak ( tangkai patah ) dikirim, saya salah juga pas buka ga di video unboxing. But overall, sangat - sangat mengecewakan sih kualiatas barang ini toko, padahal sudah di kasih notes waktu pemesanan, harap di check dulu min barang sebelum dikirim. Kapok sih klo saya !!!",Negative
"Pesen apa, datengnya apa... Untung masih menang argumen waktu komplain. Tapi terpaksa nerima barang dengan refund dipotong harga barang yg dikirim. Seller enak, untung... Buyer tetep rugi...",Negative
"Frame kacamata nya kurang bagus, tipis sptnya gampang patah, ngakbseperti kacamata pada umumnya",Negative
Gak sesuai yg di pesannya merk apa malah yg di kirim nya dompet ginian Sdh gitu rugi banyak pas di retur gak di ganti ongkir nya,Negative
"beli 10pcs hampir rusak semua bentuknya, dan toko terus berdalih, ya udah utk pelajaran aja utk yg mau beli",Negative
trimakasih barang sudah sampai tapi sayang kulitnya ada yang cacat,Negative
"Produk swallow, tp ukuran yg dikirim tdk sesuai deskripsi... Saya tanya, seller ga respon... Payah",Negative
barangnya kurang sesuai dgn permintaan. sudah saya setujui berubah jumlah dan ukuran tp ternyata dikirim ada yg dirubah lg tanpa persetujuan,Negative
Baru pake 5 hr ud robek ??,Negative
"kualitasnya sangat jelek, sebanding dengan harganya... baru 2 minggu saya pakai sudah robek2 dengan sendirinya.",Negative
ukuran 6xl seperti ukuran M. saat digunakan kurang nyaman. Sempit banget Celana dalamnya terutama saat bergerak sambungan tengah yang dijahit juga kurang panjang jadi rasanya sempit banget,Negative
"yang motif ada yg Cacat ...minta 2 motif dikasih 1 dan polos 3 kwalitas kurang bagus, maklum barang china masih bagus buatan lokal",Negative
"barang tidak sesuai, yg dipesan sarung tangan n yg dikirim peluru... tolong lebih teliti merespon pesanan....",Negative
Knuckles karetnya agak kurang nyaman terus pelayananya slow respon,Negative
baru pakai di resleting depan langsung rusak gambar bagian belakang kotor,Negative
Barang sampai dg cepat ttp dlm kondisi basah dan bau apek? Kenapa bisa begitu ya padahal didalam plastik?????,Negative
Polanya kurang pas. Negativean pas tapi lengan terlalu kecil.,Negative
"Saya tulis dicatatan Hitam dan putih tapi yang dikirim hitam semua, apa gunanya catatan? lagian ini kaos kaki anak SD ga muat di kaki orang dewasa.",Negative
"Saya order hitam (4 pcs) dan abu-abu (2pcs). Yang datang justru sebaliknya, hitam (2pcs) dan abu-abu (4pcs)",Negative
"kaos kaki sangat tipis, saat sudah transaksi respon penjual sangat lambat proses pengiriman",Negative
"maaf kak kok sy pesen celana yg warna abu� malah dapet kaos dalem ya, mohon dibantu dong ka soalnya sy g enak ke sepupu sy tdnya mau ngasih celana malah dtgnya kaos dalem",Negative
BAHAN CELANANYA SANGAT AMAT TIPIS DAN MENERAWANG GAK SESUAI GAMBAR. DI GAMBAR KAYAK KATUN TEBAL GITU TAPI ASLINYA YG DIKIRIM TIPIS DAN GAK BANGET YA. MAAF.,Negative
pesan warna coklat yg sampai warna abu abu .. lain kali tolong klo mau jualan lebih profesional lagi !,Negative
sangat tipis bisa di terawang.. bagusan leging ibu2 di pinggir jalan ini mah. sangat tidak recommend. over price!!! nyesel bgt gw.. :((,Negative
barang yg dikirim gk sesuai modelnya,Negative
Respons penjual Lemot seperti ogah2an melayani. bahan kaos mudah melar apalagi pakai mesin cuci.,Negative
"Bahannya tipis dan ukuran XL nya kekecilan, terlalu sempit utk dipakai",Negative
"Ukuran XL baju oke, tapi celananya tdk XL kekecilan. Baju bisa Pakai celana tidak???? Baju yg dikirim celananya robek pas di jahitan, tdk di check dulu sblm kirim.",Negative
bahannya dicuci luntur mengenai baju yg lain.,Negative
Bahan nya panas dan kegedean banget gak sesuai dengan berat Negativean yg d estimasikan,Negative
luntur terus meski sdh bbrp kali d cuci,Negative
"ga amanah toko nya,awal nya bilang ready ukuran nya,setelah transaksi bilang kosong stok nya,coba bilang dari awal kalo ukuran yg di ingikan kosong,pembeli bisa pindah ke penjual lain.pengiriman nya juga lelet",Negative
"barang tidak sesuai dengan pesanan..sy pesan warna hitam ukuran L di kirimnya hijau ukuran XL dan sy pesan warna hijau ukuran M di kirim nya ukuran L,, tingkat kan pelayanan bos,,semoga di pesanan berikutnya sesuai ya",Negative
"Brang dtg warna nya sesuai pesanan, tp karatan, dan kotor",Negative
barang tidak sesuai yg di pesan. warna pudar .kancing yg di pesan 3 yg di kirim model 2 kancing,Negative
ga sesuai permintaan...udh jelas2 dikasi keterangan orderannya dan di chat biar inget eeh...malah barang yg datang warna tdk sesuai dengan jumlah warna yg diinginkan. pengen cepet ngirim aja ini lapaknya. klo ga punya stok jgn di approve.,Negative
Celana semua tidak seperti orderan. Minta nomer 32 dan 35 malah dikasih 33 dan 36.,Negative
Celana ukuran 32 tidak akurat,Negative
"Respon cepat tp sayang tdk sesuai harapan. Ukuran S nya besar, kantong kiri-kanan terlalu bawah, tanda pangkat di pundak sebelah kiri tidak simetris/miring, sebelah kanan posisi kancing tdk pas sehingga melengkung. Kesannya yg menjahit asal-asalan. Tidak rekomendasi",Negative
"alas sepatu tipis, dipakai 2 bulan sudah aus. padahal make ny jarang. ??",Negative
warnanya ga sesuai photo di deskripsi warna sepatu di deskripsi aga' crem yang dateng abu2x gelap,Negative
baru di pake sekali udah robek sol nya,Negative
Sepatu nya sudah sampai..cuma tdk sesuai pesanan sy..seharus nya 40 (1)..41 (3) dan 42 (1) tapi dikasihnya 40 (2) dan 41 (3)..jdi ada yg ga muat dipakai nya...seharusny ada pemberitahuan dlu..lain kali lebih teliti lagi gan..klo untuk kwalitas nya bagus..hanya disayangkan masalah nomer nya aja..,Negative
"bertanya 43, dijawab ready, dikirim 38, tuker ga boleh.. kecewa sangat",Negative
bolong dikitt...lama lama bisa lebar nih..orderan kali ini yaa agak kecewa,Negative
Saya tulis ukuran yg di butuhkan 4 macam... yg saya terima ini hanya 1 macam... ngga bisa kita pake semua...,Negative
"Mesan hijau dikasih abu abu, ukuran sama, apa gak baca pesanannya? Kalau memang gaada ya dijelaskan saja kn lebih enak?",Negative
Minta size 43 42 40 dikirim 42 semuanya tanpa ada konfirmasi dahulu,Negative
tolong diperhatikan barang yg akan dikirim layak/tidak..pesanan yg sy kirim sudah sesuai dari warna dan size tapi barangnya kusam seperti sendal bekas,Negative
"lumayan ,tapi kalau dipake jalan jauh suka lecet,,,pas jepit jempol dan kaki telunjuk terasa sakit",Negative
"barang yg dikirim hrsnya di cek dulu, konsumen kan byr bukan gratis. masa paku rivert nya yg sebelah ada tutup penahannya. yg sebelahnya nggak ada tutup penahannya, jadi copotlah klo di pake. gimana sih...",Negative
"satu lobang tali sepatunya besar sekali, seperti lobang di tusuk dua pulpen, sepatunya tidak di cek pada saat mau di kirim.",Negative
"kecewa belinya asli, packing berantakan, kardus penyok, bawahnya udh kuning-kuning kaya bekas di pakai, kecewalah pokonya, tolonglah di bagusin..",Negative
"posisi kancing dan lubamg kancing tidak sejajar, jadi saat dikancing bajunya panjang sebelah dan bagian leher tidak rata",Negative
Ganti bintang 5 jadi bintang 1 aja lah. Pelayanan sangat buruk. Sampe salah warna hal yg fatal sekali,Negative
yg dipesan kerah tinggi..yg dtg pendek/biasa,Negative
"minta size 43 yg dikirim size 44, kebesaran gk bs saya pakai,bagaimna?",Negative
gk ada kotak sepatunya. Beli Sepatu harus nya ada kotak. Ini malah plastik kresek doang,Negative
Iklannya Seragam PGRI Kemeja Hem Katun Pria. Tp ternyata bahannya bukan katun... Smg ke depan deskripsi sama dg iklannya shg pelanggan tidak kecewa lo,Negative
bahannya tipis dan jahitannya kurang rapi,Negative
"Baru beli dan dibuka sudah ada noda hitam yg sangat terlihat untuk di kemeja putih, di cuci tidak bisa hilang",Negative
"jahitannya banyak yg ga rapi, kain agak nerawang",Negative
"Kekecilan, ukuran tidak sesuai deskripsi",Negative
"tidak dikemas dobel plastik seperti beli gorengan, dan jahitan ada yg tidak rapih.",Negative
pelayanan buruk tidak ada respon warna baju tdk sesuai di wa dan chat via toped gg ada respon beda jauh sama yg saya punya yg beli d toko ini,Negative
"Harganya terlalu mahal untuk kualitas setipis itu, tapi gpp deh semoga nanti lebih murah",Negative
"Di kirimnya yg hidden, bukan yg semata kaki. Kecewa",Negative
bahannya kelihatan murah,Negative
minta yg biru di kasih toska,Negative
"Baru mau di pake, clipnya copot",Negative
kan pesanan nya wrn yellow..yg dikirim graay sih hmmm,Negative
"Saya pesan yg putih biasa, kenapa di kirim yg ini, tidak sesuai",Negative
barang dikirim tidak sesuai jumlah pesanan,Negative
"gak sesuai ekspektasi, ternyata di ol shop lain harga jauh banget lebih murah",Negative
"Baru diple, ps mau buka, cantelannya patah",Negative
Pesan 3 yang sampai 2. Semoga berkah deh yg curangin,Negative
ukuran tidak sesuai,Negative
"Barang -1, chat no resp",Negative
warna tidak sesuai pesenan,Negative
"Ga sesuai expetasi, lebih mirip singlet drpd tanktop, beli putih 2, hitam 2 yg dikirim hitam semua pdhal sblm order sdh tanya saat cekout jg yg dipilih hitam, putih, packing rapi , pengiriman agak lama , penjual responsif",Negative
kurang sesuai ekspetasi,Negative
Pengiriman lama sekali. Respon penjual jg lambat,Negative
Bahan bukan katun asli,Negative
Bahannya luntur & agak lebih tipis dari yg tempat lain.,Negative
barang asli nya tak seindah yg difoto:(,Negative
bahan terlalu tipis.. jahitan kurang kuat.. bs cpt sobek..,Negative
ini jg sy tdk rekomend krn body sy tinggi jd klu dpke pendek sy gak nyaman & klu berkeringat itu basah banget spt disiram air ini mungkin krn bahanya yg sutra jpg..oy tangannya jg pendek bingit...maaf y,Negative
kurang bagus..kurang pas sama fotonya,Negative
parah amat..d kirimnya baju bekas. klo mau jualan yg bener bu,Negative
"kain jarik nya tipiiis banget... kalo untk acara resmi lebih baik cari yang lain aja, ada harga emang ada kwalitas",Negative
"Untuk kain jarik batik agak kecewa sih.saya pesen yang warna tapi dikasih yang klasik ... Bahan agak kasar , dan tidak panjang kainnya . Memang sih sesuai harga !!! Tapi yasudah gpp . Thanks",Negative
ternyata kainnya kasar bgt..dan.tidak.menyerap.keringat.,Negative
"ibarat bli kcing dlm karung, kainya tipis kyak kulit bwang trus nerawang bnget, pokok nya gk bgus bngt kcewa .??????",Negative
bahannya luntur????,Negative
"Ini Pembelian ke2, sblmnya sdh beli yg army, suka bgt, makanya beli lg yg light grey, ternyata size nya beda sm yg army pdhl pilihnya jg all size, yg grey stlh dipake br sadar ada jahitan tdk rapi spt itu ??. Perlu ditingkatkan lg bagian QC nya nii",Negative
Menurut saya barangnha kurang bagus. Sorry banget ya biasa belanja disini barangnya bagus bngt tp untuk ini kurang. Celana ini sering banget aku pake karena enak dan nyaman dan seminggu aku cuci 1x tapi bahannya jadi jelek. Gampang robek dan jadi kayak digambar ini,Negative
Kualitas produk kurang memuaskan,Negative
Bahannya beda dari orderan yg warna coklat dan baru di pakai sekali langsung robek,Negative
"bru dipake 2x, udh robek sana sini. trus kek keluar karet2 warna kuning gituu.. ngga lagi deh ??",Negative
komplain krn jam di setting masi tidak menyala jawaban dr admin hanya ok,Negative
"barang tidak sesuai gambar,mengecewakan",Negative
kecewa.. beli nya 3 pcs tetapi yang datang hanya 2 pcs,Negative
"salah kirim, bisa sih diselesaikan baik-baik, tapi males aja.",Negative
"warna nya cantik, tp potongannya ga rapi. jd sperti barang reject gtu, maaf ya. tp sy ga puas sih dg barang ini",Negative
"Waktu itu beli di e-commerce sebelah bagus banget, jahitannya rapi. Tapi kenapa pas beli di sini jahitannya nggak rapi. Kayak buru2 buatnya ??, serius sih agak kecewa. Padahal udah excited banget. Semoga pas mau beli lagi nggak kayak gini ya ??",Negative
"gimana bisa miring begitu? plus udh di wanti2 alamat kirim kantor tutup jam 5 terus libur akhir tahun. udh ditanya udh konfirmasi katanya bisa sblm jam 5 sampe pake sameday. ini nyampe nya jam 8 malem, gw nungguin di warkop depan kantor yg udh gelap. tolonglah kalo udh di notice gitu pilih sameday grab/gojek jgn pake anteraja yg transit sana transit sini. kalo emg ga bisa ga usah diiyakan pas nanya jam 5 sampe apa enggak. kecewa",Negative
ukurannya tidak sesuai harapan,Negative
"Saya membeli 2 sepatu yang sama dengan ukuran berbeda. Yang dikirim adalah sepatu no 42 dan 41. Pengajuan klaim adalah PENUKARAN. Namun malahan yang diterima uang. Ini benar-benar merugikan pelanggan. Sekalipun saya dapat order kembali, namun ada biaya ongkir yang harus ditanggung. Kualitas sepatu no 42 pun tidak prima. Daerah tongue jahitannya loncat. PENGALAMAN INI BENAR-BENAR MENGECEWAKAN.",Negative
"Boleh murah tp jangan murahan. Produk masih banyak reject nya. Jahitan berantakan, sol banyak longgar dan tidak rapih. Pengiriman pun di reschedule di pending se suka hati penjual tanpa memberikan alasan sebab yg jelas. Packaging tidak rapih. Anehnya foto tidak bisa di upload",Negative
"Gak rapih bgt dalemnya, kayak gak di QC atau ntah karena diskon jadi barang yang agak rusak. Cukup kecewa sih",Negative
Tampak luar ok cuma resletingnya ga bisa dibuka. gerigi resletingnya sudah rusak 1,Negative
"kecewa nih beda bentuknya sama yg mini mochi produksi sebelumnya, jd sempit n kurang cantik yg baru",Negative
"tasnya bagus, ringan dan elegan. tapi sayang, dateng2 pas dibuka jahitan sebelah kanan sudah pada copot jdi lgsg saya bawa ke permak tas??",Negative
Bahanya jelek harganya sdh mahal,Negative
barangnya jelek cepet rusak baru pake sehari talinya sudah mau lepas,Negative
tidak sesuai gambar,Negative
"bahannya jujur kurang puas,warna sih oklah",Negative
"Brg sudah sampai dgn cepat,cm sehari. Tp sy kecewa krn sy minta warna di mix tp yg dtg cm wrn hitam,next cb dichek permintaan pembeli ya kak,ckp sekali sj belinya deh",Negative
"Bahan panas, tipis, gatal kalau dipakai lebih dari 1jam",Negative
Privasi nya gak terjaga pas ngambil nya kan jadi malu ada bacaan celana dalam wanita. kalau yang beginian tolong di jaga privasi udah lah paket nya smlm di titipkan ke orang pula??,Negative
"gimana ini ya, saya beli celana dalam hitam 5 ,grey 3,pink 2, kok ukuran nya beda beda yang pink paling gede, grey kecil banget",Negative
produknya mudah rusak Dan kalo kena kuku Dan yg tajam2 runcing langsung robek Dan benangnya terurai. mau komplain udah terlanjur dibuka Dan dipakai semua barang nya. Saya merasa dirugikan apalagi Saya biasa beli yg bermerek walaupun Mahal puas. ini Saya coba beli produk ini malah bikin habis uang. Saya harus beli lagi CD SKRG,Negative
"diskon nya nipu,barang nya ternyata sesuai dengan harga",Negative
kecil tipis dan kualitas jahit buruk,Negative
kancing nya baru bbrp kali pake copot kurang kuat,Negative
Kurang puas sama dompetnya,Negative
dompetnya kecil bahannya tipis.,Negative
"coklat asli, hitam ga tau itu asli apa palsu ya..... yg hitam beli disini bahan kaku, embos ga ada di dalam, saku untuk uang hanya ada 1 tdk 2 seperti yg coklat..... pokoknya beda banget sama yg coklat yg bahannya lebih halus lentur dan jahitan lebih rapih....",Negative
"Barang ga sampai gara gara sicepat ngilangin barangnya, dan dana pengembalian belom masuk juga admin membantu tapi pas komplain selesai dan dananya ga masuk, ga dibales lagi chatnya",Negative
"belinya 2 dikirim 1, kurang teliti dalam mengirim pesanan",Negative
"GX recomended,barang jelek...dikirim GX sesuai warna pemesan jg.sudah chat dl,kynya ready,di pesanan jg sudah sy sertakan catatan kirim warna born tp dikirim warna GX jelas.gx recomended pokoknya,mending cr toko lain.itu sy ada catatan di pemesanan,tp penjual GX baca detail",Negative
bahan tipis.. kayaknya ga bisa di pakai,Negative
"yaampunnn.... mentang� Rp. 0 x nih yah krna penguna baru... baju sih baju tapi gimna mau dipake lobang lehernya itu kecill amed,, anak yg 11 tahun pun gak bisa pakai... padahal mah lumayan lah bahannya walaupun tipis..",Negative
barangnya gx sesuai sama yg d gambar,Negative
tidak sesuai,Negative
enggak sesuai sama yg digambar,Negative
"dasternya adem ya iyalah pada bolong/sobek gitu ya jelas ademnya,,mentang2 gretongan,,,haahaaa parah asli",Negative
auhh bgt sma yg d gambar mentang2 pngguna baru dpt grtisan eh dpt nya daster 10rban d loak...????lucu tokped apa toko nya nih gak mau rugi...gak smpet foto sya ksihkan sma nenek sya.ampunn dah..,Negative
jelek bgt nyesal jadi nya,Negative
"tidak sebagus di gambar, kain tepi di neci aja bukan di jahit lipat, ya harga segitu",Negative
ukuran gak sesuai jumbonya kecil,Negative
"ukuran kecil banget ,katanya jumbo( XXL)",Negative
Tak sesuai gambar. ini gada dijahit cuman disambung pake obras. bahannya tipis. kecewa,Negative
bahannya terlalu tipis,Negative
bahannya katun tapi kurang adem,Negative
"Ga sesuai produknya sma di photo, bahannya kasar dan sama sekali tidak menyerap keringat, jadi tidak nyaman dipakainya, sejak beli lalu dicuci baru dipakai barusan banget, dan terpaksa harus dibuka lg krna gerah, ga kepake deh jadinya ??",Negative
bahan nya tipis...nyesel beli 3..harusnya test 1 dulu hahaha...maaf ya..cuma bisa kasih bintang 2,Negative
Tidak sesuai dengan foto,Negative
"kurang puas krn bahannya beda dengan yg digambar, ekspektasi bahan tebal ternyt tipis bgt",Negative
"jualan yg jujur ya gan. barang tidak sesuai dengan gambar. barang yg biasa saya beli sesuai dgn gambar yg dipajang. ini saya lgs order 4, yg ternyata dibawah ekspektasi saya. gambar kanan adalah barang original sesuai display.",Negative
tipis banget Dan transparan,Negative
"Tipis bgt, jelek",Negative
warnanya tidak sesuai gmbar ??,Negative
yg direquest sama dikirim warnanya beda,Negative
menyesaalllll ternyata bahan sama aja dengan yang harga 30rb ??,Negative
"brang nya kurang 1 item, beli 3 yg dtng 2",Negative
gak sesuai dengan gambar promo. contoh nya di gbar promo ada 3 pcs warna yg berbeda trus pas datang barang kok ke 3 nya semua warnanya sama semua,Negative
gak ad solusi.. !! semoga uang ny berkah ya mba..,Negative
"yg di pesan warna ngga sesuai klu memang ngga ada bilang aja ngga ada jgn bilang ada, saya ini beli bukan minta.",Negative
barang bagus ..tapi sangat mengecewakan sekali pesan 2 rok hanya di kirim 1 yg 1 lg entah kemana .gk ada responnya lg .yg jelas tidak ada etika baik buat buat ngirim rok sy yg 1 lg ..main curang sy merasa di tipu .dan sy sangat sangat kecewa. saran sy barang bagus tolong imbangin dengan kejujuran biar berkah..salam jujur jngan main curang,Negative
baru dipake sekali sobek pantatnya... padahal agak kebesaran sizenya...,Negative
penjual jawab pertanyaan pelanggan kurang sopan,Negative
barang tidak sesuai deskripsi,Negative
kecewa sih pesannya L5 iya L5 tapi berasa. itu celana XL kecil amat heedewhh bikin kecewa sama ini toko mana bahannya tipis juga.,Negative
bahannya jelek ....pokoknya kecewaaaa aja,Negative
tempat colokannya gk sesuai.. masa mic nya berfungsi dilubang headset. sedangkan lubang micnya tidak berfungsu,Negative
Chat gk pernah di balas tidak recommend untuk beli,Negative
"dicharge lampu tidak nyala, sama sekali tidak bisa dipakai mau dikembalikan berat di ongkir HARUSNYA SEBELUM DIKIRIM DITES DULU, TOH PACKAGINYA TIDAK ADA SEGEL DITES DULU BOLEH KAYAKNYA SAYANGNYA BINTANG MINIMAL 1 NOT RECOMMEND",Negative
"jangan beli di toko ini udah etikat baik ngasih penjelasan colokan mic di soundcard nya gak berfungsi,tapi pesan yg berkali� cuma di read gak ad tanggapan bener�. mbak atau mas tolong jualan yg amanah,transaksi jualbeli akan berkah dan sah kalo sama� saling menguntungkan.saya bener2 gak ikhlas,gak akan berkah jualan anda mksh.",Negative
baru dipake beberapa hari udah rusak aja.,Negative
tidak bisa hidup,Negative
untuk jepit ke mejanya loss. ga bisa ngunci. sudah di coba dengan SEAL TAPE. tapi terlalu longgar sehingga tidak bisa nge lock. untuk boom arm nya bagus. sayang jadi bingung pakenya karna ga bisa ngelock,Negative
"Kurang bagus, kurang klop",Negative
baru 3 hari udh ga ngegrip,Negative
setelah dipakai selama beberapa hari suara menjadi tidak jelas apakah produk ini ori? saya liat di sarung seruling itu bukan made in indonesia tetapi di serulingnya itu made in indonesia apa itu yamaha kw?,Negative
lamaaa bangettt respons nya,Negative
"Selang beda dengan yg di produk pianika original, yg spare part selang ini lebih lembek, mouth piece nya juga ada pecah di bagian pinggir.",Negative
"Ga mungkin barang baru. Jijik liatnya ada kaya kotoran cair, dan ini pun baru keluar dari bungkusan. Buang.",Negative
Selangnya longar untuk pianika yamaha original. Jadinya gak bisa dipake.,Negative
tipis bgt,Negative
Tipis banget bahan parasutnya. Dan tidak ada keterangan penjelasan tebal atau tipisnya. Mungkin seller perlu perjelas.,Negative
"barang lama sampai, tidak sesuai dengan timeline",Negative
Packingnya jelek. Barang sampai sudah rusak,Negative
kalo udah bayar dicuekin sama penjualnya !! - chat 3 januari 2021 di respon. - order 3 januari 2021 jam 11 siang dengan kurir grab same-day - barang sampai 4 januari 2021 jam 3 sore. KALO UJUNG UJUNGNYA GAK SAMPAI TUJUAN DI HARI YG SAMA NGAPAIN BAYAR ONGKIR MAHAL PAKAI GRAB !!,Negative
"aftersalesnya parah. penjual ga baca chat dan ga bales lg, janji tinggal janji",Negative
"Saya sangat kecewa dengan attitude dan respon penjual. Di awal confirm standbook warna putih tetapi saat kedatangan warna hitam. Saat di tanyakan slow response, sangat berbeda sekali saat sebelum pembelian yaitu bisa fast response. Dan tidak ada bahasa maaf sama sekali. Hati hati beli di toko ini, sakit hati dengan attitude dan tidak beretika. SAMA SEKALI GA REKOMENDASI !",Negative
"busa gak rata motongnya, ada busa yg telurnya kempes",Negative
barang yg saya terima dari 9 hanya 1 kondisi masih bagus dan layak pakai,Negative
ada busa yg telurnya kempes,Negative
ukurannya gak sesuai deskripsi gk ada 30cm dan juga gk 2m.. parah sih beli 2 produk berbesa tapi gk rata semua potongannya..,Negative
gak bisa untuk semua merek keyboard,Negative
Produk yg dikirim berbeda dgn foto yg tertera..,Negative
Penjual tidak komunikatif...,Negative
respon lambat,Negative
"Secara barang tidak ada masalah, saya bicara tentang respon penjual yang sangat lambat (saya sampai mengajukan pembatalan SECARA TIBA2 di respon) saran saya tolong responsif dalam penjualan online ini. banyak yang jual sustain keyboard, jadi menurut saya jgn menyepelekan karena toko anda jual sudah banyak. customer butuh kejelasan saat membeli barangnya. Dalam hal ini sya sudah bertanya lebih dari 8x sehari mengenai pengirimannya. saya kecewa dan KAPOK belanja disini.",Negative
"Barang rusak setelah seminggu. Respon penjual buruk. Katanya garansi, chat saja tidak dibalas. Garansi bohong ! Pikir LG deh klo mau beli disini.",Negative
speaker dan mic nya ga bunyi,Negative
ga kerekam suaranya,Negative
udah di hubungkan Ama hp n tablet tetep gak bisa,Negative
Memang sih murah barangnya... Tp boleh lah ya komplain.... Btw ini sy yg ga bisa make nya apa barangnya yg rusak ya?? Udh pake splitter jg ga fungsi ??????,Negative
Jelek banget mic nya. Gak nyala. Kabel cuman 50 cm. Akhirnya cuma dipake bando nya doang dan mic pake lavalier yang ada,Negative
mic ga berfungsi,Negative
mic tdk berfungsi dgn baik / rusak gak bunyi,Negative
Kirim barang tanpa diperiksa lg tidak bisa.Di pungsikan colokan kabel cas ggk di bisa masukkan kelubang utk cas nya Jd ggk bisa ngecas ????,Negative
kualitas kurang bagus,Negative
kurang bagus,Negative
ga berfungsi dengan baik,Negative
"Jelas2 udah pilih varian biru, dan di catatan juga ditulis �warna biru�.. eeehh.. kok ya tanpa konfirmasi dikirim warna putih. Ya sudah lah. Males komplen.. ??",Negative
mic nya gak respon,Negative
Barang ga ada yg bisa di pake.,Negative
"bahannya jelek, baru pake sehari sdh rusak",Negative
Tidak ada pengaruh besar kecil suara .,Negative
suaranya tetep ae kecil ??,Negative
Lama pengirimannya.,Negative
Gak bisa dipake bunyi kemeresek,Negative
"kualitas ok, respond penjual cepat sekali",Positive
mantap rekomendasi dah thank's,Positive
baik,Positive
Sesuai harga,Positive
